Telonics Data Report
Report Format,Condensed,1
Headers Row,23
Data Source,Argos
TDC Version,1.65 SECO1349

CTN,630234B
Comment,
Argos ID,117335

Report Period Begins,2012.04.27 21:16:17
Report Period Ends,2012.10.23 01:56:43

Report File Number,1 of 1
File Coverage Begins,2012.04.27 21:16:17
File Coverage Ends,2012.10.23 01:56:43

Measurement Units,,,degrees,degrees,meters,,degrees,degrees,,meters,meters,degrees C,Hit,,,,Yes/No,Yes/No,Yes/No,
Resolution,,,,,,,0.000043,0.000043,,5,5,,,,,,,,,
Range Minimum,,,,,,,-90.000000,-180.000000,,,,-40,,,,,,,,
Range Maximum,,,,,,,90.000000,180.000000,,,,70,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Argos Location Class,Argos Latitude,Argos Longitude,Argos Altitude,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,Temperature,Satellite Uplink,Receive Time,Satellite Name,Repetition Count,Low Voltage,Mortality,Predeployment Data,Error
2012.06.30 01:19:48,2012.06.30 01:19:48,,,,,,,,,,,,Hit,2012.06.30 01:19:48,K,1,No,No,No,Invalid Page
2012.06.30 01:21:51,2012.06.30 01:21:51,,,,,,,,,,,,Hit,2012.06.30 01:21:51,K,1,No,No,No,Invalid Page
2012.06.30 01:23:54,2012.06.30 01:23:54,,,,,,,,,,,,Hit,2012.06.30 01:23:54,K,1,No,No,No,Invalid Page
2012.07.04 20:00:01,2012.07.04 20:00:01,,,,,,,,,,,,Hit,2012.07.04 20:00:01,L,1,No,No,No,Invalid Page
2012.07.04 20:02:04,2012.07.04 20:02:04,A,64.881,-147.871,202,,,,,,,,,2012.07.04 20:02:04,L,3,,,,
2012.07.04 20:04:07,2012.07.04 20:04:07,B,64.881,-147.871,202,,,,,,,,,2012.07.04 20:04:07,K,1,,,,
2012.07.04 20:04:07,2012.07.04 20:04:07,,,,,,,,,,,,Hit,2012.07.04 20:04:07,K,1,No,No,,CRC Error
2012.07.04 20:04:07,2012.07.04 20:04:07,,,,,,,,,,,,Hit,2012.07.04 20:04:07,L,1,No,No,No,Invalid Page
2012.07.04 20:06:10,2012.07.04 20:06:10,,,,,,,,,,,,Hit,2012.07.04 20:06:10,L,1,No,No,No,Invalid Page
2012.07.04 20:53:19,2012.07.04 20:53:19,,,,,,,,,,,,Hit,2012.07.04 20:53:19,N,1,No,No,,CRC Error
2012.07.04 20:53:19,2012.07.04 20:53:19,B,64.881,-147.870,204,,,,,,,,,2012.07.04 20:53:19,N,1,,,,
2012.07.04 21:03:34,2012.07.04 21:03:34,,,,,,,,,,,,Hit,2012.07.04 21:03:34,P,1,No,No,,CRC Error
2012.07.04 21:04:35,2012.07.04 21:04:35,3,64.881,-147.877,204,,,,,,,,,2012.07.04 21:04:35,P,4,,,,
2012.07.04 21:05:37,2012.07.04 21:05:37,,,,,,,,,,,,Hit,2012.07.04 21:05:37,P,1,No,No,No,Invalid Page
2012.07.04 21:07:40,2012.07.04 21:07:40,,,,,,,,,,,,Hit,2012.07.04 21:07:40,P,1,No,No,No,Invalid Page
2012.07.04 21:11:46,2012.07.04 21:11:46,,,,,,,,,,,,Hit,2012.07.04 21:11:46,P,1,No,No,,CRC Error
2012.07.04 21:17:55,2012.07.04 21:17:55,,,,,,,,,,,,Hit,2012.07.04 21:17:55,A,1,No,No,No,Invalid Page
2012.07.04 21:19:58,2012.07.04 21:19:58,B,64.883,-147.875,211,,,,,,,,,2012.07.04 21:19:58,A,2,,,,
2012.07.04 21:22:01,2012.07.04 21:22:01,,,,,,,,,,,,Hit,2012.07.04 21:22:01,A,1,No,No,,CRC Error
2012.07.04 21:44:34,2012.07.04 21:44:34,,,,,,,,,,,,Hit,2012.07.04 21:44:34,K,2,No,No,No,Invalid Page
2012.07.04 21:44:34,2012.07.04 21:44:34,B,64.882,-147.885,210,,,,,,,,,2012.07.04 21:44:34,K,2,,,,
2012.07.04 21:46:37,2012.07.04 21:46:37,,,,,,,,,,,,Hit,2012.07.04 21:46:37,L,1,No,No,No,Invalid Page
2012.07.04 22:33:46,2012.07.04 22:33:46,,,,,,,,,,,,Hit,2012.07.04 22:33:46,N,1,No,No,,CRC Error
2012.07.04 22:33:46,2012.07.04 22:33:46,B,64.880,-147.874,200,,,,,,,,,2012.07.04 22:33:46,N,1,,,,
2012.07.04 22:48:07,2012.07.04 22:48:07,,,,,,,,,,,,Hit,2012.07.04 22:48:07,P,1,No,No,,CRC Error
2012.07.04 22:50:10,2012.07.04 22:50:10,B,64.880,-147.872,201,,,,,,,,,2012.07.04 22:50:10,P,2,,,,
2012.07.04 22:52:13,2012.07.04 22:52:13,,,,,,,,,,,,Hit,2012.07.04 22:52:13,P,1,No,No,No,Invalid Page
2012.07.04 23:20:55,2012.07.04 23:20:55,,,,,,,,,,,,Hit,2012.07.04 23:20:55,L,1,No,No,No,Invalid Page
2012.07.04 23:20:55,2012.07.04 23:20:55,B,64.895,-147.868,222,,,,,,,,,2012.07.04 23:20:55,L,2,,,,
2012.07.04 23:22:58,2012.07.04 23:22:58,,,,,,,,,,,,Hit,2012.07.04 23:22:58,K,1,No,No,No,Invalid Page
2012.07.04 23:22:58,2012.07.04 23:22:58,B,64.894,-147.865,230,,,,,,,,,2012.07.04 23:22:58,K,1,,,,
2012.07.04 23:22:58,2012.07.04 23:22:58,,,,,,,,,,,,Hit,2012.07.04 23:22:58,L,1,No,No,,CRC Error
2012.07.05 00:16:16,2012.07.05 00:16:16,B,64.898,-147.867,218,,,,,,,,,2012.07.05 00:16:16,N,1,,,,
2012.07.05 00:16:17,2012.07.05 00:16:17,,,,,,,,,,,,Hit,2012.07.05 00:16:17,N,1,No,No,,CRC Error
2012.07.05 00:26:32,2012.07.05 00:26:32,,,,,,,,,,,,Hit,2012.07.05 00:26:32,P,1,No,No,,CRC Error
2012.07.05 00:28:35,2012.07.05 00:28:35,,,,,,,,,,,,Hit,2012.07.05 00:28:35,P,1,No,No,No,Invalid Page
2012.07.05 00:29:36,2012.07.05 00:29:36,A,64.880,-147.855,193,,,,,,,,,2012.07.05 00:29:36,P,3,,,,
2012.07.05 00:30:38,2012.07.05 00:30:38,,,,,,,,,,,,Hit,2012.07.05 00:30:38,P,1,No,No,No,Invalid Page
2012.07.05 00:32:40,2012.07.05 00:32:40,A,64.884,-147.870,215,,,,,,,,,2012.07.05 00:32:40,A,3,,,,
2012.07.05 00:32:41,2012.07.05 00:32:41,,,,,,,,,,,,Hit,2012.07.05 00:32:41,A,1,No,No,,CRC Error
2012.07.05 00:34:44,2012.07.05 00:34:44,,,,,,,,,,,,Hit,2012.07.05 00:34:44,A,1,No,No,,CRC Error
2012.07.05 00:36:47,2012.07.05 00:36:47,,,,,,,,,,,,Hit,2012.07.05 00:36:47,A,1,No,No,No,Invalid Page
2012.07.05 00:59:20,2012.07.05 00:59:20,,,,,,,,,,,,Hit,2012.07.05 00:59:20,K,1,No,No,No,Invalid Page
2012.07.05 01:02:44,2012.07.05 01:02:44,A,64.882,-147.869,206,,,,,,,,,2012.07.05 01:02:44,K,3,,,,
2012.07.05 01:03:26,2012.07.05 01:03:26,,,,,,,,,,,,Hit,2012.07.05 01:03:26,K,1,No,No,No,Invalid Page
2012.07.05 01:05:29,2012.07.05 01:05:29,,,,,,,,,,,,Hit,2012.07.05 01:05:29,K,1,No,No,No,Invalid Page
2012.07.05 01:52:38,2012.07.05 01:52:38,,,,,,,,,,,,Hit,2012.07.05 01:52:38,N,1,No,No,,CRC Error
2012.07.05 01:53:39,2012.07.05 01:53:39,B,64.892,-147.862,232,,,,,,,,,2012.07.05 01:53:39,N,2,,,,
2012.07.05 01:54:41,2012.07.05 01:54:41,,,,,,,,,,,,Hit,2012.07.05 01:54:41,N,1,No,No,,CRC Error
2012.07.09 20:12:19,2012.07.09 20:12:19,,,,,,,,,,,,Hit,2012.07.09 20:12:19,P,1,No,No,No,Invalid Page
2012.07.09 20:14:21,2012.07.09 20:14:21,A,64.886,-147.862,215,,,,,,,,,2012.07.09 20:14:21,P,3,,,,
2012.07.09 20:14:22,2012.07.09 20:14:22,,,,,,,,,,,,Hit,2012.07.09 20:14:22,P,1,No,No,No,Invalid Page
2012.07.09 20:16:25,2012.07.09 20:16:25,,,,,,,,,,,,Hit,2012.07.09 20:16:25,P,1,No,No,No,Invalid Page
2012.07.09 20:47:09,2012.07.09 20:47:09,B,64.891,-147.860,232,,,,,,,,,2012.07.09 20:47:09,L,1,,,,
2012.07.09 20:47:10,2012.07.09 20:47:10,,,,,,,,,,,,Hit,2012.07.09 20:47:10,L,1,No,No,No,Invalid Page
2012.07.09 21:13:48,2012.07.09 21:13:48,B,64.880,-147.874,199,,,,,,,,,2012.07.09 21:13:48,A,2,,,,
2012.07.09 21:13:49,2012.07.09 21:13:49,,,,,,,,,,,,Hit,2012.07.09 21:13:49,A,1,No,No,No,Invalid Page
2012.07.09 21:17:55,2012.07.09 21:17:55,,,,,,,,,,,,Hit,2012.07.09 21:17:55,A,1,No,No,,CRC Error
2012.07.09 21:34:19,2012.07.09 21:34:19,,,,,,,,,,,,Hit,2012.07.09 21:34:19,N,1,No,No,,CRC Error
2012.07.09 21:36:22,2012.07.09 21:36:22,,,,,,,,,,,,Hit,2012.07.09 21:36:22,N,1,No,No,No,Invalid Page
2012.07.09 21:37:23,2012.07.09 21:37:23,3,64.880,-147.879,200,,,,,,,,,2012.07.09 21:37:23,N,4,,,,
2012.07.09 21:38:25,2012.07.09 21:38:25,,,,,,,,,,,,Hit,2012.07.09 21:38:25,N,1,No,No,No,Invalid Page
2012.07.09 21:40:28,2012.07.09 21:40:28,,,,,,,,,,,,Hit,2012.07.09 21:40:28,N,1,No,No,,CRC Error
2012.07.09 21:52:45,2012.07.09 21:52:45,1,64.880,-147.874,202,,,,,,,,,2012.07.09 21:52:45,P,4,,,,
2012.07.09 21:52:46,2012.07.09 21:52:46,,,,,,,,,,,,Hit,2012.07.09 21:52:46,P,1,No,No,,CRC Error
2012.07.09 21:54:49,2012.07.09 21:54:49,,,,,,,,,,,,Hit,2012.07.09 21:54:49,P,1,No,No,No,Invalid Page
2012.07.09 21:56:52,2012.07.09 21:56:52,,,,,,,,,,,,Hit,2012.07.09 21:56:52,P,1,No,No,,CRC Error
2012.07.09 22:00:58,2012.07.09 22:00:58,,,,,,,,,,,,Hit,2012.07.09 22:00:58,P,1,No,No,No,Invalid Page
2012.07.09 22:31:43,2012.07.09 22:31:43,,,,,,,,,,,,Hit,2012.07.09 22:31:43,M,1,No,No,No,Invalid Page
2012.07.09 22:32:44,2012.07.09 22:32:44,B,64.883,-147.874,211,,,,,,,,,2012.07.09 22:32:44,M,2,,,,
2012.07.09 22:33:46,2012.07.09 22:33:46,,,,,,,,,,,,Hit,2012.07.09 22:33:46,M,1,No,No,No,Invalid Page
2012.07.09 22:52:12,2012.07.09 22:52:12,B,64.885,-147.876,223,,,,,,,,,2012.07.09 22:52:12,A,1,,,,
2012.07.09 22:52:13,2012.07.09 22:52:13,,,,,,,,,,,,Hit,2012.07.09 22:52:13,A,1,No,No,No,Invalid Page
2012.07.09 23:18:52,2012.07.09 23:18:52,,,,,,,,,,,,Hit,2012.07.09 23:18:52,N,1,No,No,No,Invalid Page
2012.07.09 23:19:53,2012.07.09 23:19:53,0,64.875,-147.915,181,,,,,,,,,2012.07.09 23:19:53,N,4,,,,
2012.07.09 23:20:55,2012.07.09 23:20:55,,,,,,,,,,,,Hit,2012.07.09 23:20:55,N,1,No,No,No,Invalid Page
2012.07.09 23:22:58,2012.07.09 23:22:58,,,,,,,,,,,,Hit,2012.07.09 23:22:58,N,1,No,No,,CRC Error
2012.07.09 23:25:01,2012.07.09 23:25:01,,,,,,,,,,,,Hit,2012.07.09 23:25:01,N,1,No,No,No,Invalid Page
2012.07.09 23:37:18,2012.07.09 23:37:18,,,,,,,,,,,,Hit,2012.07.09 23:37:18,P,1,No,No,,CRC Error
2012.07.09 23:39:21,2012.07.09 23:39:21,B,64.871,-147.893,165,,,,,,,,,2012.07.09 23:39:21,P,2,,,,
2012.07.09 23:41:24,2012.07.09 23:41:24,,,,,,,,,,,,Hit,2012.07.09 23:41:24,P,1,No,No,No,Invalid Page
2012.07.10 00:10:06,2012.07.10 00:10:06,B,64.877,-147.884,186,,,,,,,,,2012.07.10 00:10:06,M,2,,,,
2012.07.10 00:10:07,2012.07.10 00:10:07,,,,,,,,,,,,Hit,2012.07.10 00:10:07,M,1,No,No,,CRC Error
2012.07.10 00:14:13,2012.07.10 00:14:13,,,,,,,,,,,,Hit,2012.07.10 00:14:13,M,1,No,No,No,Invalid Page
2012.07.10 00:28:35,2012.07.10 00:28:35,A,64.884,-147.889,214,,,,,,,,,2012.07.10 00:28:35,A,3,,,,
2012.07.10 00:28:35,2012.07.10 00:28:35,,,,,,,,,,,,Hit,2012.07.10 00:28:35,A,1,No,No,,CRC Error
2012.07.10 00:30:38,2012.07.10 00:30:38,,,,,,,,,,,,Hit,2012.07.10 00:30:38,A,1,No,No,,CRC Error
2012.07.10 00:32:41,2012.07.10 00:32:41,,,,,,,,,,,,Hit,2012.07.10 00:32:41,A,1,No,No,No,Invalid Page
2012.07.10 00:38:50,2012.07.10 00:38:50,,,,,,,,,,,,Hit,2012.07.10 00:38:50,K,1,No,No,No,Invalid Page
2012.07.10 00:38:50,2012.07.10 00:38:50,B,64.883,-147.888,213,,,,,,,,,2012.07.10 00:38:50,K,1,,,,
2012.07.10 01:01:23,2012.07.10 01:01:23,B,64.871,-147.883,161,,,,,,,,,2012.07.10 01:01:23,N,1,,,,
2012.07.10 01:01:23,2012.07.10 01:01:23,,,,,,,,,,,,Hit,2012.07.10 01:01:23,N,1,No,No,No,Invalid Page
2012.07.10 01:36:14,2012.07.10 01:36:14,,,,,,,,,,,,Hit,2012.07.10 01:36:14,L,1,No,No,No,Invalid Page
2012.07.10 01:39:18,2012.07.10 01:39:18,A,64.864,-147.879,153,,,,,,,,,2012.07.10 01:39:18,L,3,,,,
2012.07.10 01:42:23,2012.07.10 01:42:23,,,,,,,,,,,,Hit,2012.07.10 01:42:23,L,1,No,No,No,Invalid Page
2012.07.10 01:44:26,2012.07.10 01:44:26,,,,,,,,,,,,Hit,2012.07.10 01:44:26,L,1,No,No,,CRC Error
2012.07.10 01:52:37,2012.07.10 01:52:37,B,64.864,-147.882,154,,,,,,,,,2012.07.10 01:52:37,M,1,,,,
2012.07.10 01:52:38,2012.07.10 01:52:38,,,,,,,,,,,,Hit,2012.07.10 01:52:38,M,1,No,No,No,Invalid Page
2012.07.14 20:36:55,2012.07.14 20:36:55,,,,,,,,,,,,Hit,2012.07.14 20:36:55,M,1,No,No,,CRC Error
2012.07.14 20:38:58,2012.07.14 20:38:58,B,64.740,-147.839,143,,,,,,,,,2012.07.14 20:38:58,M,2,,,,
2012.07.14 20:41:01,2012.07.14 20:41:01,,,,,,,,,,,,Hit,2012.07.14 20:41:01,M,1,No,No,,CRC Error
2012.07.14 20:43:04,2012.07.14 20:43:04,,,,,,,,,,,,Hit,2012.07.14 20:43:04,N,1,No,No,,CRC Error
2012.07.14 20:45:07,2012.07.14 20:45:07,A,64.879,-147.883,196,,,,,,,,,2012.07.14 20:45:07,N,3,,,,
2012.07.14 20:45:07,2012.07.14 20:45:07,,,,,,,,,,,,Hit,2012.07.14 20:45:07,N,1,No,No,No,Invalid Page
2012.07.14 20:47:10,2012.07.14 20:47:10,,,,,,,,,,,,Hit,2012.07.14 20:47:10,N,1,No,No,,CRC Error
2012.07.14 20:59:28,2012.07.14 20:59:28,,,,,,,,,,,,Hit,2012.07.14 20:59:28,P,1,No,No,No,Invalid Page
2012.07.14 21:01:31,2012.07.14 21:01:31,,,,,,,,,,,,Hit,2012.07.14 21:01:31,P,1,No,No,,CRC Error
2012.07.14 21:02:11,2012.07.14 21:02:11,A,64.876,-147.868,185,,,,,,,,,2012.07.14 21:02:11,P,3,,,,
2012.07.14 21:05:37,2012.07.14 21:05:37,,,,,,,,,,,,Hit,2012.07.14 21:05:37,P,1,No,No,,CRC Error
2012.07.14 21:11:45,2012.07.14 21:11:45,B,64.877,-147.868,186,,,,,,,,,2012.07.14 21:11:45,A,1,,,,
2012.07.14 21:11:46,2012.07.14 21:11:46,,,,,,,,,,,,Hit,2012.07.14 21:11:46,A,1,No,No,No,Invalid Page
2012.07.14 21:22:00,2012.07.14 21:22:00,B,64.886,-147.865,220,,,,,,,,,2012.07.14 21:22:00,L,2,,,,
2012.07.14 21:22:01,2012.07.14 21:22:01,,,,,,,,,,,,Hit,2012.07.14 21:22:01,L,1,No,No,,CRC Error
2012.07.14 21:24:04,2012.07.14 21:24:04,,,,,,,,,,,,Hit,2012.07.14 21:24:04,L,1,No,No,,CRC Error
2012.07.14 22:13:15,2012.07.14 22:13:15,B,64.883,-147.859,207,,,,,,,,,2012.07.14 22:13:15,M,1,,,,
2012.07.14 22:13:16,2012.07.14 22:13:16,,,,,,,,,,,,Hit,2012.07.14 22:13:16,M,1,No,No,,CRC Error
2012.07.14 22:23:31,2012.07.14 22:23:31,,,,,,,,,,,,Hit,2012.07.14 22:23:31,N,1,No,No,No,Invalid Page
2012.07.14 22:25:33,2012.07.14 22:25:33,B,64.879,-147.865,191,,,,,,,,,2012.07.14 22:25:33,N,2,,,,
2012.07.14 22:27:37,2012.07.14 22:27:37,,,,,,,,,,,,Hit,2012.07.14 22:27:37,N,1,No,No,No,Invalid Page
2012.07.14 22:37:51,2012.07.14 22:37:51,2,64.882,-147.866,199,,,,,,,,,2012.07.14 22:37:51,P,5,,,,
2012.07.14 22:37:52,2012.07.14 22:37:52,,,,,,,,,,,,Hit,2012.07.14 22:37:52,K,2,No,No,No,Invalid Page
2012.07.14 22:39:54,2012.07.14 22:39:54,B,64.882,-147.866,202,,,,,,,,,2012.07.14 22:39:54,K,2,,,,
2012.07.14 22:39:55,2012.07.14 22:39:55,,,,,,,,,,,,Hit,2012.07.14 22:39:55,K,1,No,No,No,Invalid Page
2012.07.14 22:41:58,2012.07.14 22:41:58,,,,,,,,,,,,Hit,2012.07.14 22:41:58,P,1,No,No,No,Invalid Page
2012.07.14 22:44:01,2012.07.14 22:44:01,,,,,,,,,,,,Hit,2012.07.14 22:44:01,P,1,No,No,,CRC Error
2012.07.14 22:46:03,2012.07.14 22:46:03,3,64.883,-147.873,211,,,,,,,,,2012.07.14 22:46:03,A,4,,,,
2012.07.14 22:46:04,2012.07.14 22:46:04,,,,,,,,,,,,Hit,2012.07.14 22:46:04,A,2,No,No,No,Invalid Page
2012.07.14 22:48:07,2012.07.14 22:48:07,,,,,,,,,,,,Hit,2012.07.14 22:48:07,A,2,No,No,,CRC Error
2012.07.14 22:50:10,2012.07.14 22:50:10,,,,,,,,,,,,Hit,2012.07.14 22:50:10,A,1,No,No,No,Invalid Page
2012.07.14 22:52:13,2012.07.14 22:52:13,,,,,,,,,,,,Hit,2012.07.14 22:52:13,A,1,No,No,,CRC Error
2012.07.14 23:59:51,2012.07.14 23:59:51,3,64.882,-147.872,207,,,,,,,,,2012.07.14 23:59:51,N,5,,,,
2012.07.14 23:59:52,2012.07.14 23:59:52,,,,,,,,,,,,Hit,2012.07.14 23:59:52,N,1,No,No,No,Invalid Page
2012.07.15 00:01:55,2012.07.15 00:01:55,,,,,,,,,,,,Hit,2012.07.15 00:01:55,N,1,No,No,No,Invalid Page
2012.07.15 00:03:58,2012.07.15 00:03:58,,,,,,,,,,,,Hit,2012.07.15 00:03:58,N,1,No,No,No,Invalid Page
2012.07.15 00:06:01,2012.07.15 00:06:01,,,,,,,,,,,,Hit,2012.07.15 00:06:01,N,1,No,No,No,Invalid Page
2012.07.15 00:08:04,2012.07.15 00:08:04,,,,,,,,,,,,Hit,2012.07.15 00:08:04,N,1,No,No,,CRC Error
2012.07.15 00:16:16,2012.07.15 00:16:16,,,,,,,,,,,,Hit,2012.07.15 00:16:16,K,1,No,No,,CRC Error
2012.07.15 00:17:17,2012.07.15 00:17:17,3,64.882,-147.877,209,,,,,,,,,2012.07.15 00:17:17,K,5,,,,
2012.07.15 00:18:19,2012.07.15 00:18:19,,,,,,,,,,,,Hit,2012.07.15 00:18:19,K,1,No,No,,CRC Error
2012.07.15 00:20:22,2012.07.15 00:20:22,,,,,,,,,,,,Hit,2012.07.15 00:20:22,K,1,No,No,,CRC Error
2012.07.15 00:22:25,2012.07.15 00:22:25,,,,,,,,,,,,Hit,2012.07.15 00:22:25,K,1,No,No,,CRC Error
2012.07.15 00:24:28,2012.07.15 00:24:28,,,,,,,,,,,,Hit,2012.07.15 00:24:28,K,2,No,No,,CRC Error
2012.07.15 00:24:28,2012.07.15 00:24:28,B,64.881,-147.878,207,,,,,,,,,2012.07.15 00:24:28,P,1,,,,
2012.07.15 00:26:31,2012.07.15 00:26:31,B,64.883,-147.874,213,,,,,,,,,2012.07.15 00:26:31,A,1,,,,
2012.07.15 00:26:31,2012.07.15 00:26:31,,,,,,,,,,,,Hit,2012.07.15 00:26:31,A,1,No,No,No,Invalid Page
2012.07.15 01:28:01,2012.07.15 01:28:01,,,,,,,,,,,,Hit,2012.07.15 01:28:01,M,1,No,No,No,Invalid Page
2012.07.15 01:30:04,2012.07.15 01:30:04,,,,,,,,,,,,Hit,2012.07.15 01:30:04,M,1,No,No,No,Invalid Page
2012.07.15 01:30:04,2012.07.15 01:30:04,3,64.875,-147.867,182,,,,,,,,,2012.07.15 01:30:04,M,4,,,,
2012.07.15 01:32:07,2012.07.15 01:32:07,,,,,,,,,,,,Hit,2012.07.15 01:32:07,M,1,No,No,No,Invalid Page
2012.07.15 01:34:10,2012.07.15 01:34:10,,,,,,,,,,,,Hit,2012.07.15 01:34:10,M,1,No,No,No,Invalid Page
2012.07.15 01:42:22,2012.07.15 01:42:22,,,,,,,,,,,,Hit,2012.07.15 01:42:22,N,1,No,No,,CRC Error
2012.07.15 01:48:31,2012.07.15 01:48:31,B,64.879,-147.858,188,,,,,,,,,2012.07.15 01:48:31,N,2,,,,
2012.07.15 01:48:31,2012.07.15 01:48:31,,,,,,,,,,,,Hit,2012.07.15 01:48:31,N,1,No,No,,CRC Error
2012.07.15 01:54:40,2012.07.15 01:54:40,,,,,,,,,,,,Hit,2012.07.15 01:54:40,K,1,No,No,No,Invalid Page
2012.07.15 01:54:40,2012.07.15 01:54:40,B,64.880,-147.879,200,,,,,,,,,2012.07.15 01:54:40,K,1,,,,
2012.07.19 20:10:17,2012.07.19 20:10:17,,,,,,,,,,,,Hit,2012.07.19 20:10:17,P,1,No,No,,CRC Error
2012.07.19 20:26:41,2012.07.19 20:26:41,,,,,,,,,,,,Hit,2012.07.19 20:26:41,L,1,No,No,No,Invalid Page
2012.07.19 20:27:42,2012.07.19 20:27:42,B,64.904,-148.026,318,,,,,,,,,2012.07.19 20:27:42,L,2,,,,
2012.07.19 20:28:44,2012.07.19 20:28:44,,,,,,,,,,,,Hit,2012.07.19 20:28:44,L,1,No,No,,CRC Error
2012.07.19 21:07:41,2012.07.19 21:07:41,,,,,,,,,,,,Hit,2012.07.19 21:07:41,A,1,No,No,No,Invalid Page
2012.07.19 22:00:59,2012.07.19 22:00:59,,,,,,,,,,,,Hit,2012.07.19 22:00:59,L,1,No,No,,CRC Error
2012.07.19 22:02:00,2012.07.19 22:02:00,B,64.901,-147.944,197,,,,,,,,,2012.07.19 22:02:00,L,2,,,,
2012.07.19 22:03:02,2012.07.19 22:03:02,,,,,,,,,,,,Hit,2012.07.19 22:03:02,L,1,No,No,,CRC Error
2012.07.19 22:15:19,2012.07.19 22:15:19,B,64.876,-147.868,183,,,,,,,,,2012.07.19 22:15:19,K,2,,,,
2012.07.19 22:15:20,2012.07.19 22:15:20,,,,,,,,,,,,Hit,2012.07.19 22:15:20,K,1,No,No,,CRC Error
2012.07.19 22:19:26,2012.07.19 22:19:26,,,,,,,,,,,,Hit,2012.07.19 22:19:26,K,1,No,No,No,Invalid Page
2012.07.19 22:46:04,2012.07.19 22:46:04,B,64.880,-147.861,190,,,,,,,,,2012.07.19 22:46:04,A,1,,,,
2012.07.19 22:46:05,2012.07.19 22:46:05,,,,,,,,,,,,Hit,2012.07.19 22:46:05,A,1,No,No,No,Invalid Page
2012.07.19 23:08:37,2012.07.19 23:08:37,A,64.884,-147.860,210,,,,,,,,,2012.07.19 23:08:37,N,3,,,,
2012.07.19 23:08:37,2012.07.19 23:08:37,,,,,,,,,,,,Hit,2012.07.19 23:08:37,N,1,No,No,No,Invalid Page
2012.07.19 23:12:43,2012.07.19 23:12:43,,,,,,,,,,,,Hit,2012.07.19 23:12:43,N,1,No,No,No,Invalid Page
2012.07.19 23:14:46,2012.07.19 23:14:46,,,,,,,,,,,,Hit,2012.07.19 23:14:46,N,1,No,No,,CRC Error
2012.07.19 23:33:13,2012.07.19 23:33:13,,,,,,,,,,,,Hit,2012.07.19 23:33:13,P,1,No,No,No,Invalid Page
2012.07.19 23:34:14,2012.07.19 23:34:14,B,64.883,-147.859,203,,,,,,,,,2012.07.19 23:34:14,P,2,,,,
2012.07.19 23:35:16,2012.07.19 23:35:16,,,,,,,,,,,,Hit,2012.07.19 23:35:16,P,1,No,No,No,Invalid Page
2012.07.19 23:43:28,2012.07.19 23:43:28,,,,,,,,,,,,Hit,2012.07.19 23:43:28,L,1,No,No,No,Invalid Page
2012.07.19 23:44:29,2012.07.19 23:44:29,A,64.880,-147.876,201,,,,,,,,,2012.07.19 23:44:29,L,3,,,,
2012.07.19 23:45:31,2012.07.19 23:45:31,,,,,,,,,,,,Hit,2012.07.19 23:45:31,L,1,No,No,,CRC Error
2012.07.19 23:47:34,2012.07.19 23:47:34,,,,,,,,,,,,Hit,2012.07.19 23:47:34,L,1,No,No,,CRC Error
2012.07.19 23:53:43,2012.07.19 23:53:43,,,,,,,,,,,,Hit,2012.07.19 23:53:43,K,1,No,No,,CRC Error
2012.07.19 23:55:46,2012.07.19 23:55:46,B,64.881,-147.876,203,,,,,,,,,2012.07.19 23:55:46,K,2,,,,
2012.07.19 23:57:49,2012.07.19 23:57:49,,,,,,,,,,,,Hit,2012.07.19 23:57:49,K,1,No,No,No,Invalid Page
2012.07.20 00:51:08,2012.07.20 00:51:08,,,,,,,,,,,,Hit,2012.07.20 00:51:08,N,1,No,No,,CRC Error
2012.07.20 00:51:08,2012.07.20 00:51:08,B,64.890,-147.871,225,,,,,,,,,2012.07.20 00:51:08,N,1,,,,
2012.07.20 01:36:13,2012.07.20 01:36:13,B,64.891,-147.886,219,,,,,,,,,2012.07.20 01:36:13,K,1,,,,
2012.07.20 01:36:14,2012.07.20 01:36:14,,,,,,,,,,,,Hit,2012.07.20 01:36:14,K,1,No,No,No,Invalid Page
2012.07.24 20:55:22,2012.07.24 20:55:22,,,,,,,,,,,,Hit,2012.07.24 20:55:22,P,1,No,No,No,Invalid Page
2012.07.24 20:59:28,2012.07.24 20:59:28,,,,,,,,,,,,Hit,2012.07.24 20:59:28,A,1,No,No,,CRC Error
2012.07.24 21:01:31,2012.07.24 21:01:31,,,,,,,,,,,,Hit,2012.07.24 21:01:31,A,1,No,No,No,Invalid Page
2012.07.24 21:04:56,2012.07.24 21:04:56,3,64.883,-147.865,207,,,,,,,,,2012.07.24 21:04:56,A,4,,,,
2012.07.24 21:05:37,2012.07.24 21:05:37,,,,,,,,,,,,Hit,2012.07.24 21:05:37,A,1,No,No,,CRC Error
2012.07.24 21:07:40,2012.07.24 21:07:40,,,,,,,,,,,,Hit,2012.07.24 21:07:40,A,1,No,No,No,Invalid Page
2012.07.24 21:56:52,2012.07.24 21:56:52,B,64.883,-147.859,204,,,,,,,,,2012.07.24 21:56:52,K,1,,,,
